"The ProductSku is empty. Set the ProductSku and try again.","El sku del producto está vacía. Establecer sku e inténtelo de nuevo.",module,Magento_Catalog
"The custom option couldn't be removed.","La opción personalizada no pudo guardarse.",module,Magento_Catalog
"The product's required option(s) weren't entered. Make sure the options are entered and try again.","No se introdujeron las opciones del producto. Asegúrese de que las opciones se introducen e inténtelo de nuevo.",module,Magento_Catalog
"The file options format is invalid. Use a correct format and try again.","El formato del archivo de opciones no es válido. Utiliza un formato correcto y vuelva a intentarlo.",module,Magento_Catalog
"The file ""%1"" is empty. Select another file and try again.","El archivo ""%1"" está vacío. Seleccione otro archivo y vuelva a intentarlo.",module,Magento_Catalog
"The validation failed. Make sure the required options are entered and the file is uploaded, then try again.","La validación ha fallado. Asegúrese de que las opciones necesarias se introducen y se carga el archivo, entonces vuelva a intentarlo.",module,Magento_Catalog
"The file was too big and couldn't be uploaded. Use a file smaller than %1 MBs and try to upload again.","El archivo era demasiado grande y no se ha cargado. Utiliza un archivo más pequeño que %1 MBs e intenta subirlo otra vez.",module,Magento_Catalog
"The required option wasn't entered. Enter the option and try again.","La opción requerida no se ha introducido. Introduce la opción y vuelva a intentarlo.",module,Magento_Catalog
"The file is empty. Select another file and try again.","El archivo está vacío. Seleccione otro archivo y vuelva a intentarlo.",module,Magento_Catalog
"The text is too long. Shorten the text and try again.","El texto es demasiado largo. Acorta el texto y vuelva a intentarlo.",module,Magento_Catalog
"The product that was requested doesn't exist. Verify the product and try again. Row ID: SKU = %SKU, Store ID: %storeId, Price From: %priceFrom, Price To: %priceTo.","El producto que ha solicitado no existe. Verifica el producto y vuelva a intentarlo. ID de la fila: SKU = %SKU, tienda ID: %storeId, precio desde: riceFrom %p, precio a: riceTo %p.",module,Magento_Catalog
"Tier price is unavailable for this product.","Los niveles de precios no están disponibles para este producto.",module,Magento_Catalog
"The tier_price data is invalid. Verify the data and try again.","Los niveles de precio no son válidos. Verifica los datos e inténtelo de nuevo.",module,Magento_Catalog
"The group price couldn't be saved.","El precio de grupo no pudo ser guardado.",module,Magento_Catalog
"The data was invalid. Verify the data and try again.","Los datos no son válidos. Verifica los datos e inténtelo de nuevo.",module,Magento_Catalog
"Values in the %1 attributes are invalid. Verify the values and try again.","Valores en los atributos %1 no son válidos. Verifica los valores y vuelva a intentarlo.",module,Magento_Catalog
"We can't create the ""%1"" writeable directory.","No se puede crear el directorio escribible ""%1.",module,Magento_Catalog
"The file upload failed. Try to upload again.","Falló la subida del archivo. Intenta subir otra vez.",module,Magento_Catalog
"The product has required options. Enter the options and try again.","El producto tiene opciones requeridas. Introduce las opciones e intentelo de nuevo.",module,Magento_Catalog
"The group with the ""%1"" ID doesn't exist. Verify the ID and try again.","El grupo con el ID ""%1"" no existe. Verifique el ID y vuelva a intentarlo.",module,Magento_Catalog
"The attribute group can't be deleted because it contains system attributes.","El grupo de atributos no se puede eliminar porque contiene atributos de sistema.",module,Magento_Catalog
"The collection provider isn't registered.","El proveedor de la colección no está registrado.",module,Magento_Catalog
"The ""%1"" link type is unknown. Verify the type and try again.","No se conoce el tipo de link ""%1"". Verifica el tipo e inténtelo de nuevo.",module,Magento_Catalog
"The ""%1"" link type wasn't found. Verify the type and try again.","No se encuentra el tipo de link ""%1"". Verifica el tipo e inténtelo de nuevo.",module,Magento_Catalog
"The linked products data is invalid. Verify the data and try again.","Los datos de los productos enlazados no son validos. Verifica los datos e inténtelo de nuevo.",module,Magento_Catalog
"The product that was requested doesn't exist. Verify the product and try again.","El producto solicitado no existe. Verifique el producto y vuelva a intentarlo.",module,Magento_Catalog
"The Product with the ""%1"" SKU doesn't exist.","El producto con SKU ""%1"" no existe.",module,Magento_Catalog
"The ""%1"" product couldn't be removed.","El producto ""%1"" no pudo ser eliminado.",module,Magento_Catalog
"Category with ID: %s doesn't exist","Categoría con ID: %s no existe",module,Magento_Catalog
"Product Name or SKU","Nombre del producto, REF",module,Magento_Catalog
"Start typing to find products","Comienza a escribir para encontrar productos",module,Magento_Catalog
"Product with ID: %s doesn't exist","El producto con ID ""%s"" no existe",module,Magento_Catalog
"Processor %1 doesn't implement WysiwygConfigDataProcessorInterface. It will be skipped","Procesador %1 no implementa WysiwygConfigDataProcessorInterface. Se omitirá",module,Magento_Catalog
"An item needs to be selected. Select and try again.","Un elemento debe ser seleccionado. Seleccione y vuelva a intentarlo.",module,Magento_Catalog
"Use Static URLs for Media Content in WYSIWYG","Utilizar URL estáticas para contenido multimedia en WYSIWYG",module,Magento_Catalog
"Media content will be inserted into the editor as a static URL. Media content is not updated if the system configuration base URL changes.","El contenido de medios deberá ser insertado en el editor como una URL estática. El contenido no se actualizara si la URL cambia.",module,Magento_Catalog
"Default Layouts","Diseño por defecto",module,Magento_Catalog
"Default Product Layout","Opciones por defecto del producto",module,Magento_Catalog
"Default Category Layout","Opciones por defecto de Categoria",module,Magento_Catalog
",module,Magento_Catalog
Time in seconds between the widget updates.,module,Magento_Catalog
<br/>If not set, equals to 86400 seconds (24 hours). To update widget instantly, go to Cache Management and clear Blocks HTML Output cache.,module,Magento_Catalog
<br/>Widget will not show products that begin to match the specified conditions until cache is refreshed.,module,Magento_Catalog
",",module,Magento_Catalog
Tiempo en segundos entre actualizaciones de widgets.,module,Magento_Catalog
<br/>Si no está establecido, valor por defecto de 86400 segundos (24 horas). Para actualizar un widget de manera instantánea, vaya a Gestión de Caché y limpie la caché Salida HTML de Bloques.,module,Magento_Catalog
<br/>Los widgets no mostrarán productos que comiencen a coincidir con las condiciones especificadas hasta que la caché sea refrescada.                ",module,Magento_Catalog
"Text Editor input type requires WYSIWYG to be enabled in Stores > Configuration > Content Management.","El tipo de entrada del editor de texto requiere que WYSIWYG esté habilitado en Tiendas> Configuración> Administración de contenido.",module,Magento_Catalog
"Attribute code ""%1"" is invalid. Please use only letters (a-z or A-Z), numbers (0-9) or underscore(_) in this field, first character should be a letter.","El código del atributo %1 no es válido. Por favor, usa solo letras (a-z), números (0-9) o guion bajo (_) en este campo. El primer carácter debe ser una letra.",module,Magento_Catalog
"Advanced","Opciones avanzadas",module,Magento_Catalog
"Edit Event","Editar evento",module,Magento_CatalogEvent
"Add Event","Añadir evento",module,Magento_CatalogEvent
"Events","Eventos",module,Magento_CatalogEvent
"Add Catalog Event","Agregar evento de catálogo",module,Magento_CatalogEvent
"Save and Continue Edit","Guardar y continuar editando",module,Magento_CatalogEvent
"Back to Category","Volver a categoría",module,Magento_CatalogEvent
"Edit Catalog Event","Editar evento de catálogo",module,Magento_CatalogEvent
"Catalog Event Information","Información de catálogo de eventos",module,Magento_CatalogEvent
"Category","Categoría",module,Magento_CatalogEvent
"Start Date","Fecha de inicio",module,Magento_CatalogEvent
"End Date","Fecha de fin",module,Magento_CatalogEvent
"Image","Imagen",module,Magento_CatalogEvent
"Sort Order","Orden de aparición",module,Magento_CatalogEvent
"Upcoming","Próximos",module,Magento_CatalogEvent
"Open","Abrir",module,Magento_CatalogEvent
"Closed","Cerrado",module,Magento_CatalogEvent
"Display Countdown Ticker On","Mostrar cuenta regresiva en",module,Magento_CatalogEvent
"Category Page","Página de categoría",module,Magento_CatalogEvent
"Product Page","Página de producto",module,Magento_CatalogEvent
"Status","Estatus",module,Magento_CatalogEvent
"[GLOBAL]","[GLOBAL]",module,Magento_CatalogEvent
"[WEBSITE]","[WEBSEITE]",module,Magento_CatalogEvent
"[STORE VIEW]","[VISTA DE TIENDA]",module,Magento_CatalogEvent
"Coming Soon","Próximamente",module,Magento_CatalogEvent
"Sale Ends In","La venta termina en",module,Magento_CatalogEvent
"Catalog","Catálogo",module,Magento_CatalogEvent
"You deleted the event.","Se ha eliminado el evento.",module,Magento_CatalogEvent
"New Event","Nuevo evento",module,Magento_CatalogEvent
"Default Values","Valores (predeterminado)",module,Magento_CatalogEvent
"Something went wrong while saving this event.","Algo salió mal al guardar este evento.",module,Magento_CatalogEvent
"We did not upload your image.","Se ha subido el imagen.",module,Magento_CatalogEvent
"You saved the event.","Ha guardado el evento.",module,Magento_CatalogEvent
"%1 is required.","Se requiere %1.",module,Magento_CatalogEvent
"Please make sure the end date follows the start date.","Por favor, asegúrese de que la fecha final sigue la fecha de inicio.",module,Magento_CatalogEvent
"Event for selected category","Evento para la categoría seleccionada",module,Magento_CatalogEvent
"Lister Block","Bloque Lister",module,Magento_CatalogEvent
"This product is no longer on sale.","Este artículo ya no existe.",module,Magento_CatalogEvent
"Some of these products can no longer be sold.","Algunos de estos artículos no pueden ser vendidos.",module,Magento_CatalogEvent
"Select Category","Kategorie wählen",module,Magento_CatalogEvent
"Use Default Value","Usar Valor Predeterminado",module,Magento_CatalogEvent
"Days","Días",module,Magento_CatalogEvent
"Hrs","Horas",module,Magento_CatalogEvent
"Mins","Min",module,Magento_CatalogEvent
"Sec","Seg",module,Magento_CatalogEvent
"Preview Sale","Vista previa de venta",module,Magento_CatalogEvent
"Go To Sale","Ir a la venta",module,Magento_CatalogEvent
"View Sale","Vista de venta",module,Magento_CatalogEvent
"Previous","Anterior",module,Magento_CatalogEvent
"Next","Siguiente",module,Magento_CatalogEvent
"Catalog Events","Catálogo de eventos",module,Magento_CatalogEvent
"Enable Catalog Events Functionality","Habilitar la funcionalidad catálogo de eventos",module,Magento_CatalogEvent
"Enable Catalog Event Widget on Storefront","Habilitar el Widget de Eventos de Catálogo en la tienda",module,Magento_CatalogEvent
"Number of Events to be Displayed in Event Slider Widget","Número de eventos que se mostrará en el Event Slider Widget",module,Magento_CatalogEvent
"You can override this default value in CMS using the limit=""x"" variable. Leave empty for no limitation.","Puede reemplazar este valor predeterminado en el CMS con la variable límit = ""x"". Deje en blanco para ninguna limitación.",module,Magento_CatalogEvent
"Events to Scroll per Click in Event Slider Widget","Eventos para desplazarse por clic en Event Slider Widget",module,Magento_CatalogEvent
"You can override this default value in CMS using the limit=""x"" variable.","Puede reemplazar este valor predeterminado en el CMS con el variable limit = ""x"".",module,Magento_CatalogEvent
"Catalog Events Carousel","Catálogo eventos carrusel",module,Magento_CatalogEvent
"List all open Catalog Events as a Paginated Carousel","Abrir todos los Eventos de Catálogo abiertos como Carrusel Paginado",module,Magento_CatalogEvent
"Frame Size","Tamaño del marco",module,Magento_CatalogEvent
"Number of Items to display at once","Número de elementos para mostrar a la vez",module,Magento_CatalogEvent
"Scroll","Desplazar",module,Magento_CatalogEvent
"Number of Items to scroll per click","Haz clic en el número de elementos para desplazarse por",module,Magento_CatalogEvent
"Block Custom Width","Ancho personalizado del bloque",module,Magento_CatalogEvent
"If empty, we'll automatically set the width value in pixels.","Si queda vacío, se establece automáticamente el valor de anchura en píxeles.",module,Magento_CatalogEvent
"Catalog Events Carousel Default Template","Catálogo eventos carrusel plantilla predeterminada",module,Magento_CatalogEvent
"ID","Número de Identificación (ID)",module,Magento_CatalogEvent
"Category ID","ID de categoría",module,Magento_CatalogEvent
"Start","Comenzar",module,Magento_CatalogEvent
"End","Fin",module,Magento_CatalogEvent
"Countdown Ticker","Cuenta regresiva Ticker",module,Magento_CatalogEvent
"Action","Acción",module,Magento_CatalogEvent
"Edit","Editar",module,Magento_CatalogEvent
"Edit Event...","Editar evento...",module,Magento_CatalogEvent
"Add Event...","Añadir evento...",module,Magento_CatalogEvent
"Concrete type for %1 not implemented","Tipo concreto para %1 no implementado",module,Magento_CatalogGraphQl
"Missing key %1 in product data","Falta la clave %1 en los datos del producto",module,Magento_CatalogGraphQl
"""model"" value should be specified","Se debe especificar el valor del ""modelo""",module,Magento_CatalogGraphQl
"""path"" value should be specified","Se debe especificar el valor para ""path""",module,Magento_CatalogGraphQl
"currentPage value %1 specified is greater than the number of pages available.","el valor %1 especificado en currentPage es mayor que el número de páginas disponibles.",module,Magento_CatalogGraphQl
"""id for category should be specified","""Se debe especificar el id para la categoría",module,Magento_CatalogGraphQl
"No child sku found for product link.","No se ha encontrado sku para enlace del producto.",module,Magento_CatalogGraphQl
"'search' or 'filter' input argument is required.","Se necesita algún valor en los campos de 'búsqueda' o 'filtro'.",module,Magento_CatalogGraphQl
"SimpleProduct type not defined in schema.","El tipo para SimpleProduct no esta definido en el esquema.",module,Magento_CatalogGraphQl
"'category_id' only supports 'eq' condition type.","'category_id' sólo admite la condición de tipo 'eq'.",module,Magento_CatalogGraphQl
"Cannot resolve layered filter type","No se puede resolver el tipo de filtro en capas",module,Magento_CatalogGraphQl
"Cannot resolve type","No se puede resolver el tipo",module,Magento_CatalogGraphQl
"Category doesn't exist","La categoría no existe",module,Magento_CatalogGraphQl
"""image_type"" value should be specified","Se debe especificar el valor para ""image_type""",module,Magento_CatalogGraphQl
"currentPage value %1 specified is greater than the %2 page(s) available.","el valor %1 de currentPage especificado es mayor que el %2 de página(s) disponibles.",module,Magento_CatalogGraphQl
"Entity type model '%1' is not found","No se encuentra el modelo del tipo entidad '%1'",module,Magento_CatalogImportExport
"Entity type model must be an instance of \Magento\CatalogImportExport\Model\Export\Product\Type\AbstractType","Modelo de tipo de entidad debe ser una instancia de \Magento\CatalogImportExport\Model\Export\Product\Type\AbstractType",module,Magento_CatalogImportExport
"There are no product types available for export.","No hay ningún tipo de producto disponible para la exportación.",module,Magento_CatalogImportExport
"'Entity type model must be an instance of ' .","'El modelo de tipo de entidad debe ser una instancia de' .",module,Magento_CatalogImportExport
"Wrong attribute set code ""%1"", please correct it and try again.","Atributo equivocado defina el código ""%1"", por favor corríjalo y vuelva a intentarlo.",module,Magento_CatalogImportExport
"Category ""%1"" has not been created.","Categoría ""%1"" no ha sido creada.",module,Magento_CatalogImportExport
"File directory '%1' is not readable.","Directorio de archivos '%1' no es legible.",module,Magento_CatalogImportExport
"File directory '%1' is not writable.","El directorio '%1' no es escribible.",module,Magento_CatalogImportExport
"Value for 'price' sub attribute in 'store' attribute contains incorrect value","El sub-atributo 'price' en 'store' contiene un valor incorrecto",module,Magento_CatalogImportExport
"Value for 'type' sub attribute in 'custom_options' attribute contains incorrect value, acceptable values are: 'dropdown', 'checkbox'","El sub-atributo 'type' en 'custom_options' contiene un valor incorrecto, los valores aceptados son: 'dropdown' o 'checkbox'",module,Magento_CatalogImportExport
"Please enter a value for title.","Por favor, introduzca un valor para el título.",module,Magento_CatalogImportExport
"Value for 'price' sub attribute in 'custom_options' attribute contains incorrect value","El sub-atributo 'price' en el atributo 'custom_options' contiene un valor incorrecto",module,Magento_CatalogImportExport
"Value for 'maximum characters' sub attribute in 'custom_options' attribute contains incorrect value","El sub-atributo 'maximum characters' en el atributo 'custom_options' contiene un valor incorrecto",module,Magento_CatalogImportExport
"Value for 'sort order' sub attribute in 'custom_options' attribute contains incorrect value","El sub-atributo 'sort order' en el atributo 'custom_options' contiene un valor incorrecto",module,Magento_CatalogImportExport
"Value for 'value price' sub attribute in 'custom_options' attribute contains incorrect value","El sub-atributo 'value price' en el atributo 'custom_options' contiene un valor incorrecto",module,Magento_CatalogImportExport
"This name is already being used for custom option. Please enter a different name.","Este nombre ya se utiliza para la opción personalizada. Por favor ingrese un nombre diferente.",module,Magento_CatalogImportExport
"Custom options have different types.","Las opciones personalizadas tienen diferentes tipos.",module,Magento_CatalogImportExport
"Every option entity must have a parent product entity.","Cada entidad de opción debe tener una entidad de producto padre.",module,Magento_CatalogImportExport
"Please correct the parameters.","Por favor corrija los parámetros.",module,Magento_CatalogImportExport
"File '%1' was not found or has read restriction.","El archivo '%1' no se ha encontrado o tiene restricciones de lectura.",module,Magento_CatalogImportExport
"Entity type model must be an instance of Magento\CatalogImportExport\Model\Import\Product\Type\AbstractType","Modelo de tipo de entidad debe ser una instancia de \Magento\CatalogImportExport\Model\Export\Product\Type\AbstractType",module,Magento_CatalogImportExport
"Entity type model must be an instance of '%1'","El tipo de modelo de entidad debe ser una instancia de '%1'",module,Magento_CatalogImportExport
"Disallowed file type.","Tipo de archivo no aceptado.",module,Magento_CatalogImportExport
"Value for multiselect attribute %s contains duplicated values","El valor para el atributo multiselecto %s contiene valores duplicados",module,Magento_CatalogImportExport
"Invalid Stock data for insert","Datos de stock no válidos para insertar",module,Magento_CatalogImportExport
"Value for 'type' sub attribute in 'custom_options' attribute contains incorrect value, acceptable values are: %1","El valor del sub-atributo 'type' en el atributo 'custom_options' contiene un valor incorrecto, los valores aceptables son: %1",module,Magento_CatalogImportExport
"ALL GROUPS","TODOS LOS GRUPOS",module,Magento_CatalogInventory
"Customer Group","Grupo del cliente",module,Magento_CatalogInventory
"Minimum Qty","Cantidad Mínima",module,Magento_CatalogInventory
"Add Minimum Qty","Añadir cantidad mínima",module,Magento_CatalogInventory
"We can't rebuild the index for an undefined product.","No se puede reconstruir el índice para un artículo no definido.",module,Magento_CatalogInventory
"Could not rebuild index for empty products array","No se pudo reconstruir el índice de una matriz de productos vacía",module,Magento_CatalogInventory
"The stock item for Product is not valid.","Es estado de existencia para el artículo no es válido.",module,Magento_CatalogInventory
"This product is out of stock.","Este producto está fuera de stock.",module,Magento_CatalogInventory
"Some of the products are out of stock.","Algunos de los productos están fuera de stock.",module,Magento_CatalogInventory
"The stock item for Product in option is not valid.","Es estado de existencia para la opción selectada no es válido.",module,Magento_CatalogInventory
"Undefined product type","Tipo de artículo no definido",module,Magento_CatalogInventory
"%1 is not a correct comparison method.","%1 no es un método de comparación correcto.",module,Magento_CatalogInventory
"No Backorders","No hay pedidos pendientes",module,Magento_CatalogInventory
"Allow Qty Below 0","Permitir cantidad menor que 0",module,Magento_CatalogInventory
"Allow Qty Below 0 and Notify Customer","Permitir cantidad menor que 0 y notificar al cliente",module,Magento_CatalogInventory
"In Stock","En existencias",module,Magento_CatalogInventory
"Out of Stock","Fuera de existencias",module,Magento_CatalogInventory
"Unable to save Stock Item","No se puede guardar el artículo de stock",module,Magento_CatalogInventory
"Stock Item with id ""%1"" does not exist.","El producto con id ""%1"" no existe.",module,Magento_CatalogInventory
"Unable to remove Stock Item with id ""%1""","No se puede quitar el artículo de stock con el id ""%1""",module,Magento_CatalogInventory
"Unable to save Stock","No se puede guardar el stock",module,Magento_CatalogInventory
"Stock with id ""%1"" does not exist.","Stock con id ""%1"" no existe.",module,Magento_CatalogInventory
"Unable to remove Stock with id ""%1""","No se puede quitar Stock con el id ""%1""",module,Magento_CatalogInventory
"Unable to save Stock Status","No se puede guardar el estado del Stock",module,Magento_CatalogInventory
"Unable to remove Stock Status for product %1","No se puede eliminar el estado de existencias del producto %1",module,Magento_CatalogInventory
"Invalid stock id: %1. Only default stock with id %2 allowed","Id de stock no válido: %1. Sólo stock predeterminado con Id %2 permitido",module,Magento_CatalogInventory
"Invalid stock item id: %1. Should be null or numeric value greater than 0","Id de artículo de stock: %1. Debe ser nulo o un valor numérico mayor que 0",module,Magento_CatalogInventory
"Invalid stock item id: %1. Assigned stock item id is %2","Id de artículo de stock no válida: %1. La id asignada al artículo de stock es %2",module,Magento_CatalogInventory
"Not all of your products are available in the requested quantity.","No todos sus productos están disponibles en la cantidad solicitada.",module,Magento_CatalogInventory
"Product with SKU ""%1"" does not exist","El producto con SKU ""%1"" no existe",module,Magento_CatalogInventory
"The fewest you may purchase is %1.","Lo menos que puedes comprar es %1.",module,Magento_CatalogInventory
"Please correct the quantity for some products.","Por favor corregir la cantidad de algunos productos.",module,Magento_CatalogInventory
"The most you may purchase is %1.","Lo más que puede comprar es %1.",module,Magento_CatalogInventory
"We don't have as many ""%1"" as you requested.","No tenemos la cantidad suficiente de ""%1"" como usted solicitó.",module,Magento_CatalogInventory
"We don't have as many ""%1"" as you requested, but we'll back order the remaining %2.","No tenemos tantos ""%1"" como usted pidió, pero pondremos como pedido pendiente las/los %2 restantes.",module,Magento_CatalogInventory
"We don't have ""%1"" in the requested quantity, so we'll back order the remaining %2.","No tenemos ""%1"" de la cantidad solicitada, pondremos como pedido pendiente los/las %2 restantes.",module,Magento_CatalogInventory
"You can buy %1 only in quantities of %2 at a time.","Usted solo puede comprar %1 en cantidades de %2 de una vez.",module,Magento_CatalogInventory
"You can buy this product only in quantities of %1 at a time.","Puede comprar este producto solo en cantidades de %1 a la vez.",module,Magento_CatalogInventory
"Decimal qty increments is not allowed.","No se permiten incrementos decimales de cantidad.",module,Magento_CatalogInventory
"Stock Status","Estado de existencias",module,Magento_CatalogInventory
"Quantity","Cantidad",module,Magento_CatalogInventory
"Advanced Inventory","Inventario avanzado",module,Magento_CatalogInventory
"%1 is available to buy in increments of %2","%1 está disponible para comprar en incrementos de %2",module,Magento_CatalogInventory
"Only %1 left","Sólo queda %1",module,Magento_CatalogInventory
"Product availability","Disponibilidad del producto",module,Magento_CatalogInventory
"Product Name","Nombre del producto",module,Magento_CatalogInventory
"Qty","Cantidad",module,Magento_CatalogInventory
"Inventory Section","Sección de inventario",module,Magento_CatalogInventory
"Inventory","Inventario",module,Magento_CatalogInventory
"Stock Options","Opciones de existencias",module,Magento_CatalogInventory
"Decrease Stock When Order is Placed","Disminuir las existencias cuando se realiza un pedido",module,Magento_CatalogInventory
"Set Items' Status to be In Stock When Order is Cancelled","Restablecer las existencias cuando la orden de venta se cancele",module,Magento_CatalogInventory
"Display Out of Stock Products","Visualizar los artículos agotados",module,Magento_CatalogInventory
"Products will still be shown by direct product URLs.","Los artículos se seguirán mostrando por URL de artículo directa.",module,Magento_CatalogInventory
"Only X left Threshold","Quedan X en almacén desde",module,Magento_CatalogInventory
"Display Products Availability in Stock on Storefront","Ver la disponibilidad de productos en stock en la tienda",module,Magento_CatalogInventory
"Product Stock Options","Opciones de existencias de artículo",module,Magento_CatalogInventory
"Please note that these settings apply to individual items in the cart, not to the entire cart.","Tenga en cuenta que esta configuración se aplica a los artículos individuales en el carrito de compras, no a todo el carrito de compras.",module,Magento_CatalogInventory
"Manage Stock","Gestionar existencias",module,Magento_CatalogInventory
"Backorders","Pedidos pendientes",module,Magento_CatalogInventory
"Maximum Qty Allowed in Shopping Cart","Cantidad Máxima Permitida en la Cesta del Carrito",module,Magento_CatalogInventory
"Out-of-Stock Threshold","Umbral fuera de Stock",module,Magento_CatalogInventory
"Minimum Qty Allowed in Shopping Cart","Cantidad Mínima Permitida en la Cesta de Compra",module,Magento_CatalogInventory
"Notify for Quantity Below","Notificar cuando la cantidad sea inferior a",module,Magento_CatalogInventory
"Automatically Return Credit Memo Item to Stock","Devolver automáticamente artículo de factura de abono a existencias",module,Magento_CatalogInventory
"Enable Qty Increments","Habilitar incrementos de cantidad",module,Magento_CatalogInventory
"Qty Increments","Incrementos de cantidad",module,Magento_CatalogInventory
"Stock","Disponibilidad",module,Magento_CatalogInventory
"Index stock","Index en Stock",module,Magento_CatalogInventory
"Use Config Settings","Usar opciones de configuración",module,Magento_CatalogInventory
"Qty Uses Decimals","La Cantidad Usa Decimales",module,Magento_CatalogInventory
"Allow Multiple Boxes for Shipping","Permitir varios paquetes para envío",module,Magento_CatalogInventory
"Display products availability in stock on Storefront.","Ver disponibilidad de productos en existencia en tienda.",module,Magento_CatalogInventory
"Use Deferred Stock Update","Utilizar actualización de valores diferido",module,Magento_CatalogInventory
"Changing can take some time due to processing whole catalog.","Cambiar puede llevar algo de tiempo debido al procesamiento de todo el catálogo.",module,Magento_CatalogInventory
"The Product stock item is invalid. Verify the stock item and try again.","El stock del producto no es valido. Verificalo e inténtelo de nuevo.",module,Magento_CatalogInventory
"The stock item was unable to be saved. Please try again.","El item del stock no pudo ser guardado. Por favor, inténtelo de nuevo.",module,Magento_CatalogInventory
"The stock item with the ""%1"" ID wasn't found. Verify the ID and try again.","El ID del item del stock no se ha encontrado. Verificar el ID y vuelva a intentarlo.",module,Magento_CatalogInventory
"The stock was unable to be saved. Please try again.","El item del stock no pudo ser guardado. Por favor, inténtelo de nuevo.",module,Magento_CatalogInventory
"The stock with the ""%1"" ID wasn't found. Verify the ID and try again.","El item del stock con el ID ""%1"" no se ha encontrado. Verificar el ID y vuelva a intentarlo.",module,Magento_CatalogInventory
"The stock status was unable to be saved. Please try again.","El item del stock no pudo ser guardado. Por favor, inténtelo de nuevo.",module,Magento_CatalogInventory
"The ""%1"" value is invalid for stock ID. Enter stock with a default value of %2 to try again.","El valor ""%1"" no es valido para el stock ID. Introduce el stock con un valor por defecto de %2 e intentar de nuevo.",module,Magento_CatalogInventory
"The ""%1"" value is invalid for stock item ID. Enter either zero or a number than zero to try again.","El valor de ""%1"" no es válido para el artículo común ID. Introduzca cero o un número superior para intentarlo de nuevo.",module,Magento_CatalogInventory
"The ""%1"" value is invalid for stock item ID. Use the stock item ID's assigned ""%2"" value and try again.","El valor de ""%1"" no es válido para el artículo. Usa el ID del stock asignado ""%2"" y prueba otra vez.",module,Magento_CatalogInventory
"The Product with the ""%1"" SKU doesn't exist.","El producto con SKU ""%1"" no existe.",module,Magento_CatalogInventory
"The requested qty is not available","Los datos pedidos no están disponibles",module,Magento_CatalogInventory
"Quantity increments can't use decimals. Enter a new increment and try again.","Incrementos de la cantidad no pueden utilizar decimales. Introduzca un nuevo incremento y vuelva a intentarlo.",module,Magento_CatalogInventory
"""model"" value should be specified","Se debe especificar el valor del ""modelo""",module,Magento_CatalogInventoryGraphQl
"New Permission","Nuevo Permiso",module,Magento_CatalogPermissions
"You already have a permission with this scope.","Ya tienes un permiso con este alcance.",module,Magento_CatalogPermissions
"(Allow)","(Permitir)",module,Magento_CatalogPermissions
"(Deny)","(Denegar)",module,Magento_CatalogPermissions
"Category Permissions","Permisos de categoría",module,Magento_CatalogPermissions
"Browsing Category","Navegando por categoría",module,Magento_CatalogPermissions
"Display Product Prices","Mostrar precios de los artículos",module,Magento_CatalogPermissions
"Add to Cart","Añadir al carrito",module,Magento_CatalogPermissions
"Yes, for Everyone","Sí, para todos",module,Magento_CatalogPermissions
"Yes, for Specified Customer Groups","Sí, para grupos de cliente especificados",module,Magento_CatalogPermissions
"No","No 	",module,Magento_CatalogPermissions
"No, Redirect to Landing Page","No, redirigir a la página de inicio",module,Magento_CatalogPermissions
"Permission with the same scope","Permiso con el mismo alcance",module,Magento_CatalogPermissions
"You may need more permissions to access this category.","Puede que necesite más permisos para acceder a esta categoría.",module,Magento_CatalogPermissions
"You may need more permissions to access this product.","Puede que necesite más permisos para acceder a este producto.",module,Magento_CatalogPermissions
"You cannot add ""%1"" to the cart.","No puedes añadir ""%1"" a la cesta.",module,Magento_CatalogPermissions
"Permissions do not depend on store views.","Los permisos no dependen de las vistas de tienda.",module,Magento_CatalogPermissions
"Website","Página web",module,Magento_CatalogPermissions
"Customer Group","Grupo del cliente",module,Magento_CatalogPermissions
"Action","Acción",module,Magento_CatalogPermissions
"-- Please Select --","--Seleccione--",module,Magento_CatalogPermissions
"All Websites","Todos sitios web",module,Magento_CatalogPermissions
"All Customer Groups","Todos los grupos de clientes",module,Magento_CatalogPermissions
"Allow","Permitir",module,Magento_CatalogPermissions
"Deny","Verweigern",module,Magento_CatalogPermissions
"Use parent","Usar padre",module,Magento_CatalogPermissions
"Category Permissions Section","Sección de permisos de categoría",module,Magento_CatalogPermissions
"Enable","Activado",module,Magento_CatalogPermissions
"<strong style=""color:red"">Warning!</strong> By default this feature restricts all categories.","<strong style=""color:red"">¡Advertencia!</strong> Por defecto esta característica restringe todas las categorías.",module,Magento_CatalogPermissions
"Allow Browsing Category","Permite navegación de categoría",module,Magento_CatalogPermissions
"Customer Groups","Grupos de cliente",module,Magento_CatalogPermissions
"Landing Page","Página de destino",module,Magento_CatalogPermissions
"Allow Adding to Cart","Permite añadir al carrito",module,Magento_CatalogPermissions
"Disallow Catalog Search By","No permitir la búsqueda de catálogo por",module,Magento_CatalogPermissions
"Catalog Category Permissions","Permisos del catálogo de artículos",module,Magento_CatalogPermissions
"Indexed permissions for categories","Permisos indezados para categorías",module,Magento_CatalogPermissions
"Catalog Product Permissions","Permisos del catálogo de artículos",module,Magento_CatalogPermissions
"Indexed permissions for products","Permisos indexados para artículos",module,Magento_CatalogPermissions
